mass (g),year,reclat,reclong
417.35,1/1/03 0:00,20.56022,55.97262
78.52,1/1/03 0:00,20.59763,55.8682
154.49,1/1/03 0:00,20.55575,55.92125
202.53,1/1/03 0:00,20.55407,55.92178
350.3,1/1/03 0:00,20.55215,55.92297
121.69,1/1/03 0:00,20.5501,55.92748
988.4,1/1/05 0:00,20.01812,56.42172
111.51,1/1/05 0:00,20.47393,55.93367
43.2,1/1/05 0:00,20.56537,56.16462
85.23,1/1/05 0:00,20.59585,56.15363
205.43,1/1/05 0:00,20.59672,56.15298
120.08,1/1/05 0:00,20.59518,56.1551
85.19,1/1/05 0:00,20.71778,56.35607
77.2,1/1/05 0:00,20.76775,56.41513
96.62,1/1/05 0:00,20.01798,56.41798
77.7,1/1/05 0:00,20.59888,56.14967
43.14,1/1/05 0:00,20.58513,56.14733
21.63,1/1/05 0:00,20.56322,56.19473
2841,1/1/05 0:00,20.8393,56.41533
579,1/1/05 0:00,20.31142,56.22532
23.5,1/1/05 0:00,20.30678,56.24737
167.67,1/1/05 0:00,20.00237,56.38473
31.1,1/1/05 0:00,20.01577,56.47787
97.3,1/1/05 0:00,20.03138,56.4559
7171,1/1/05 0:00,20.0534,56.46612
522,1/1/05 0:00,20.04812,56.48325
183.97,1/1/05 0:00,20.00553,56.3815
107.8,1/1/05 0:00,20.02347,56.46378
34.27,1/1/05 0:00,20.04738,56.4866
58.44,1/1/05 0:00,20.03788,56.4741
97.55,1/1/05 0:00,20.04637,56.33072
243.4,1/1/05 0:00,20.2189,56.46167
102.4,1/1/04 0:00,20.0018,56.4922
259.7,1/1/04 0:00,20.05013,56.02297
425,1/1/06 0:00,20.01352,56.40697
578,1/1/06 0:00,20.2399,56.22917
1074,1/1/89 0:00,20.70923,55.42876
101.15,1/1/02 0:00,20.02968,56.4332
5130,1/1/06 0:00,20.00803,56.39902
117.1,1/1/08 0:00,20.5971,56.15087
956.8,1/1/08 0:00,20.58143,56.1299
438.2,1/1/08 0:00,20.57128,56.12693
881.7,1/1/08 0:00,20.5534,56.12678
8904,1/1/08 0:00,20.5247,56.12155
48.9,1/1/08 0:00,20.50483,56.1285
163.3,1/1/08 0:00,20.51968,56.12353
278.5,1/1/08 0:00,20.58077,56.10287
963.6,1/1/08 0:00,20.5426,56.10683
12800,1/1/08 0:00,20.5225,56.11768
47,1/1/08 0:00,20.61728,56.13955
3208.7,1/1/08 0:00,20.63257,56.15995
648.4,1/1/08 0:00,20.59658,56.20918
203.7,1/1/09 0:00,20.57092,56.38847
132,1/1/09 0:00,20.57807,56.39488
447.7,1/1/09 0:00,20.78777,56.47112
1489.6,1/1/09 0:00,20.51947,55.80097
269.3,1/1/09 0:00,20.51573,55.79032
4445.2,1/1/09 0:00,20.50788,55.77547
1962,1/1/09 0:00,20.47678,55.52788
73.3,1/1/09 0:00,20.45708,55.49138
123.5,1/1/09 0:00,20.51353,55.52737
446.8,1/1/09 0:00,20.5234,55.53072
138.2,1/1/09 0:00,20.52828,55.52977
1991.7,1/1/09 0:00,20.59832,55.52398
31,1/1/09 0:00,20.62837,55.53118
52.9,1/1/09 0:00,20.69282,55.49222
227.7,1/1/09 0:00,20.66973,55.42813
49.3,1/1/09 0:00,20.66842,55.34008
706.9,1/1/09 0:00,20.66748,55.31715
389.2,1/1/09 0:00,20.66713,55.31572
53.1,1/1/09 0:00,20.66745,55.31587
419.9,1/1/09 0:00,20.66642,55.31402
86.8,1/1/09 0:00,20.03728,56.27422
161.7,1/1/09 0:00,20.14475,56.24085
103,1/1/09 0:00,20.44722,56.12088
373.4,1/1/09 0:00,20.43802,56.10278
130.8,1/1/09 0:00,20.41487,56.07943
165.2,1/1/09 0:00,20.48983,56.03632
327.5,1/1/09 0:00,20.52627,55.90595
1352,1/1/09 0:00,20.48785,55.82045
1435.43,1/1/09 0:00,20.7658,55.43587
1223.2,1/1/09 0:00,20.78308,55.44327
20.3,1/1/09 0:00,20.78388,55.44787
472.7,1/1/09 0:00,20.7982,55.47148
111.3,1/1/09 0:00,20.79892,55.47203
219,1/1/09 0:00,20.8016,55.47315
2.9,1/1/09 0:00,20.80178,55.4736
2706,1/1/09 0:00,20.89485,55.50613
237.2,1/1/09 0:00,20.89328,55.49375
1172.4,1/1/09 0:00,20.89335,55.4936
948.4,1/1/09 0:00,20.88187,55.43452
1002.3,1/1/09 0:00,20.8728,55.42773
171.9,1/1/09 0:00,20.88473,55.42098
264.4,1/1/09 0:00,20.91903,55.41193
161.8,1/1/09 0:00,20.79907,55.4247
63.2,1/1/09 0:00,20.11858,56.2943
850.8,1/1/09 0:00,20.26043,56.49015
65.4,1/1/09 0:00,20.40627,56.47532
199,1/1/09 0:00,20.41363,56.47823
1732.7,1/1/09 0:00,20.42085,56.49987
80.45,1/1/09 0:00,20.00125,56.36586
1130,1/1/04 0:00,20.07917,56.33317
360,1/1/04 0:00,20.0915,56.3575
123.74,1/1/10 0:00,20.80423,55.44888
100.68,1/1/10 0:00,20.80225,55.44393
80.48,1/1/10 0:00,20.7827,55.42668
9.79,1/1/10 0:00,20.80103,55.43055
4.92,1/1/10 0:00,20.80853,55.45428
1119.8,1/1/10 0:00,20.81403,55.46177
934.7,1/1/10 0:00,20.80265,55.46678
1035.8,1/1/10 0:00,20.79882,55.46208
414.1,1/1/10 0:00,20.79315,55.46493
325.37,1/1/10 0:00,20.78722,55.45475
519.3,1/1/10 0:00,20.76032,55.43335
1192,1/1/10 0:00,20.49517,55.52437
41.49,1/1/10 0:00,20.47015,55.52617
226.85,1/1/10 0:00,20.47388,55.51787
178.93,1/1/10 0:00,20.49482,55.53625
37.67,1/1/10 0:00,20.49408,55.55902
31,1/1/10 0:00,20.43773,55.88368
16.97,1/1/10 0:00,20.38607,55.79032
47.71,1/1/10 0:00,20.3843,55.70125
5.18,1/1/10 0:00,20.38333,55.7036
34.9,1/1/10 0:00,20.38367,55.7042
143.6,1/1/10 0:00,20.36093,55.67223
3873.8,1/1/10 0:00,20.31777,55.59398
61.02,1/1/10 0:00,20.34088,55.55118
39.13,1/1/10 0:00,20.42145,55.563
2781.2,1/1/10 0:00,20.43182,55.53323
17.63,1/1/10 0:00,20.44922,55.57368
4.91,1/1/10 0:00,20.4545,55.58232
5.51,1/1/10 0:00,20.47603,55.59432
229.65,1/1/10 0:00,20.48138,55.59513
69.76,1/1/10 0:00,20.50513,55.76137
611.62,1/1/10 0:00,20.50582,55.83183
334.46,1/1/10 0:00,20.50888,55.83597
229.46,1/1/10 0:00,20.51112,55.83792
15.8,1/1/10 0:00,20.52112,55.8526
352.78,1/1/10 0:00,20.51942,55.85287
172.47,1/1/10 0:00,20.51017,55.83568
129.43,1/1/10 0:00,20.51213,55.83623
182.42,1/1/10 0:00,20.50627,55.82513
61.03,1/1/10 0:00,20.50422,55.8291
123.77,1/1/10 0:00,20.50603,55.82845
52.29,1/1/10 0:00,20.50797,55.82712
156.48,1/1/10 0:00,20.5002,55.83432
31.94,1/1/10 0:00,20.49488,55.85112
193.77,1/1/10 0:00,20.52525,55.96863
416.27,1/1/10 0:00,20.54628,56.01365
1649.2,1/1/10 0:00,20.57258,56.05498
126.73,1/1/10 0:00,20.576,56.05047
457.8,1/1/10 0:00,20.58797,56.12263
1628.1,1/1/10 0:00,20.56808,56.28135
11.33,1/1/10 0:00,20.13085,56.27632
266.01,1/1/10 0:00,20.11792,56.39452
5026,1/1/10 0:00,20.0049,56.40473
2275,1/1/10 0:00,20.05473,56.46193
254.27,1/1/10 0:00,20.0587,56.46493
49.65,1/1/10 0:00,20.01597,55.61512
3.46,1/1/10 0:00,20.01315,55.61903
785.1,1/1/10 0:00,20.05125,55.63058
0.69,1/1/10 0:00,20.0949,55.69318
21.95,1/1/10 0:00,20.09443,55.68623
0.4,1/1/10 0:00,20.14502,55.70945
2.24,1/1/10 0:00,20.146,55.70942
0.18,1/1/10 0:00,20.14723,55.7096
982.5,1/1/10 0:00,20.1469,55.70922
30.29,1/1/10 0:00,20.1469,55.70908
1118.8,1/1/10 0:00,20.1465,55.70913
289.6,1/1/10 0:00,20.14673,55.70975
6319,1/1/10 0:00,20.15122,55.70925
11.61,1/1/10 0:00,20.1919,55.67963
473.8,1/1/10 0:00,20.18758,55.66763
100.94,1/1/10 0:00,20.14505,55.76795
1.25,1/1/10 0:00,20.21727,56.01668
0.61,1/1/10 0:00,20.22083,56.02013
0.26,1/1/10 0:00,20.22002,56.02035
0.51,1/1/10 0:00,20.21905,56.02093
0.68,1/1/10 0:00,20.2206,56.02072
0.37,1/1/10 0:00,20.21792,56.02118
0.27,1/1/10 0:00,20.21758,56.02125
0.28,1/1/10 0:00,20.21668,56.0217
1.02,1/1/10 0:00,20.2024,56.03262
0.26,1/1/10 0:00,20.20273,56.0323
149.98,1/1/10 0:00,20.33115,56.1962
212.82,1/1/10 0:00,20.34138,56.20582
1.02,1/1/10 0:00,20.33513,56.20237
385.8,1/1/10 0:00,20.33532,56.20263
297.9,1/1/10 0:00,20.33407,56.2037
28791,1/1/10 0:00,20.3936,56.22002
122.21,1/1/10 0:00,20.44685,56.25488
70.3,1/1/10 0:00,20.41705,56.27492
2841,1/1/10 0:00,20.42458,56.27817
3879,1/1/10 0:00,20.5052,56.48438
230.3,1/1/10 0:00,20.49917,56.49815
80,1/1/11 0:00,20.31322,56.48333
263,1/1/11 0:00,20.33245,56.47362
92,,20.11306,56.3975
7.6,,20.09889,56.40972
16247,,20.10361,56.32694
2481,1/1/96 0:00,31.16667,-3.91667
155,1/1/87 0:00,24.3,-102.18333
46500,01/01/1882 12:00:00 AM,24.11667,-104.3
15650,1/1/75 0:00,24.51667,-105.25
112.9,1/1/05 0:00,35.4005,-117.66617
15000,1/1/38 0:00,38.61667,-99.93333
549000,1/1/09 0:00,-28.83333,21.13333
74,1/1/59 0:00,-31.16667,125.26667
240,1/1/52 0:00,-30.36667,126.08333
230,1/1/48 0:00,39.78333,-100
459,1/1/99 0:00,24.97833,21.885
424.1,1/1/86 0:00,-76.24103,158.64804
176.8,1/1/86 0:00,-76.24103,158.64418
195.2,1/1/86 0:00,-76.24615,158.62928
196,1/1/86 0:00,-76.24209,158.63823
137.9,1/1/86 0:00,-76.2372,158.67634
68.5,1/1/86 0:00,-76.23773,158.67436
7.8,1/1/92 0:00,-76.2314,158.06295
7,1/1/92 0:00,-76.24068,158.15472
8,1/1/92 0:00,-76.24205,158.1622
4.1,1/1/92 0:00,-76.24666,157.886
1419.9,1/1/92 0:00,-76.22084,158.40541
1331.5,1/1/92 0:00,-76.23065,158.52807
592.7,1/1/92 0:00,-76.23124,158.10179
127.9,1/1/92 0:00,-76.26077,158.5667
72.2,1/1/92 0:00,-76.23147,158.53078
72.2,1/1/92 0:00,-76.2201,158.37606
53.8,1/1/92 0:00,-76.25589,158.57717
21.3,1/1/92 0:00,-76.23116,158.32857
18.6,1/1/92 0:00,-76.27165,158.17431
1.7,1/1/92 0:00,-76.21977,158.37928
4.1,1/1/92 0:00,-76.21976,158.3794
18.6,1/1/92 0:00,-76.23833,158.24891
39.9,1/1/92 0:00,-76.24279,158.65633
2.9,1/1/92 0:00,-76.22074,157.81496
9,1/1/92 0:00,-76.2475,157.90708
10.2,1/1/92 0:00,-76.24717,158.59528
6.6,1/1/92 0:00,-76.23184,158.37771
3.1,1/1/92 0:00,-76.22124,157.82009
12.9,1/1/92 0:00,-76.21993,158.37778
3.8,1/1/92 0:00,-76.22029,158.37967
6.5,1/1/92 0:00,-76.22067,158.37624
6.5,1/1/92 0:00,-76.22,158.37676
65.8,1/1/92 0:00,-76.23897,158.22577
3.9,1/1/92 0:00,-76.22084,158.37395
6.4,1/1/92 0:00,-76.22055,158.37601
1.9,1/1/92 0:00,-76.22173,157.7867
12.7,1/1/92 0:00,-76.22008,158.37635
1.2,1/1/92 0:00,-76.21987,158.37838
1.2,1/1/92 0:00,-76.21987,158.37891
1.5,1/1/92 0:00,-76.21983,158.379
37.5,1/1/92 0:00,-76.2329,158.10233
4.6,1/1/92 0:00,-76.23129,158.10208
2,1/1/92 0:00,-76.24181,158.15758
2.9,1/1/92 0:00,-76.24041,158.09012
2.9,1/1/92 0:00,-76.22004,158.37901
0.5,1/1/92 0:00,-76.21987,158.37834
2.2,1/1/92 0:00,-76.23986,158.14723
2.2,1/1/92 0:00,-76.24171,158.15736
4.8,1/1/92 0:00,-76.22419,158.04572
1.4,1/1/92 0:00,-76.21999,158.37833
1.6,1/1/92 0:00,-76.21992,158.37834
1.6,1/1/92 0:00,-76.23098,158.10146
0.8,1/1/92 0:00,-76.2403,158.14882
234.9,1/1/78 0:00,-76.26667,159.25
8483,1/1/78 0:00,-76.26667,159.25
1276,1/1/78 0:00,-76.26667,159.25
166.9,1/1/78 0:00,-76.26667,159.25
28.7,1/1/78 0:00,-76.26667,159.25
3006,1/1/79 0:00,-76.26667,159.25
203.6,1/1/79 0:00,-76.26667,159.25
182.2,1/1/79 0:00,-76.21391,158.43325
370.9,1/1/79 0:00,-76.26667,159.25
73,1/1/79 0:00,-76.21615,158.54499
54.7,1/1/79 0:00,-76.24017,158.59811
12.8,1/1/79 0:00,-76.26667,159.25
11,1/1/79 0:00,-76.22643,158.44552
77.7,1/1/79 0:00,-76.26667,159.25
10022,1/1/79 0:00,-76.21541,158.5392
813,1/1/80 0:00,-76.23128,158.44261
544.5,1/1/80 0:00,-76.2509,158.30797
3.8,1/1/80 0:00,-76.20657,158.49351
15.5,1/1/80 0:00,-76.21079,158.45722
53.8,1/1/80 0:00,-76.20733,158.49357
46.6,1/1/80 0:00,-76.21745,158.39695
17.7,1/1/80 0:00,-76.21498,158.42109
10.2,1/1/80 0:00,-76.2094,158.46797
9.7,1/1/80 0:00,-76.26667,159.25
10.6,1/1/80 0:00,-76.22193,158.53607
2.1,1/1/80 0:00,-76.2111,158.44744
19.1,1/1/80 0:00,-76.24078,158.23886
4.9,1/1/80 0:00,-76.20679,158.48487
9,1/1/80 0:00,-76.22116,158.66995
44.3,1/1/80 0:00,-76.21776,158.60617
7.8,1/1/80 0:00,-76.20676,158.50007
6.7,1/1/80 0:00,-76.23781,158.26243
21.5,1/1/80 0:00,-76.24226,158.2669
124.5,1/1/80 0:00,-76.22333,158.68446
51.9,1/1/80 0:00,-76.23614,158.32788
7,1/1/80 0:00,-76.23837,158.24867
25.1,1/1/80 0:00,-76.22305,158.56938
8,1/1/80 0:00,-76.20614,158.50694
8.3,1/1/80 0:00,-76.23611,158.31754
160.3,1/1/80 0:00,-76.25201,158.59721
7.7,1/1/80 0:00,-76.21592,158.61984
11.1,1/1/80 0:00,-76.22384,158.56194
14.1,1/1/80 0:00,-76.20775,158.49356
58.2,1/1/80 0:00,-76.20756,158.50933
238.1,1/1/80 0:00,-76.229,158.26337
80.1,1/1/80 0:00,-76.20798,158.48295
413.5,1/1/80 0:00,-76.22172,158.68468
136.2,1/1/80 0:00,-76.23529,158.3267
261.2,1/1/80 0:00,-76.219,158.4182
15.6,1/1/80 0:00,-76.20692,158.52362
22.2,1/1/80 0:00,-76.22227,158.43047
18.4,1/1/80 0:00,-76.24369,158.21734
5.6,1/1/80 0:00,-76.22616,158.61317
61.4,1/1/80 0:00,-76.24984,158.20758
61.4,1/1/80 0:00,-76.21171,158.44122
7.3,1/1/80 0:00,-76.21964,158.3792
3.4,1/1/80 0:00,-76.21013,158.47461
14.2,1/1/80 0:00,-76.2173,158.40175
36.7,1/1/80 0:00,-76.2388,158.27019
5.8,1/1/80 0:00,-76.20809,158.49261
1.1,1/1/80 0:00,-76.2061,158.48433
11.3,1/1/80 0:00,-76.23599,158.2172
9.7,1/1/80 0:00,-76.22867,158.2662
3.9,1/1/80 0:00,-76.22305,158.35396
29.1,1/1/80 0:00,-76.24699,158.24228
11.2,1/1/80 0:00,-76.21547,158.40042
4.6,1/1/80 0:00,-76.22278,158.79288
68.5,1/1/80 0:00,-76.2233,158.35405
6.7,1/1/80 0:00,-76.20663,158.48102
153.2,1/1/80 0:00,-76.21805,158.81183
8.5,1/1/80 0:00,-76.22342,158.35226
4.3,1/1/80 0:00,-76.21321,158.44041
20.2,1/1/80 0:00,-76.23537,158.71484
7.5,1/1/80 0:00,-76.22062,158.37624
61.6,1/1/80 0:00,-76.23503,158.76036
32.1,1/1/80 0:00,-76.20921,158.47558
16.7,1/1/80 0:00,-76.20864,158.51051
23.9,1/1/80 0:00,-76.22141,158.67192
7.8,1/1/80 0:00,-76.21466,158.4273
9.8,1/1/80 0:00,-76.23843,158.28864
24.2,1/1/80 0:00,-76.20655,158.50946
3.4,1/1/80 0:00,-76.23302,158.27002
2510,1/1/75 0:00,53.075,-105.84167
21.5,1/1/01 0:00,35.65306,-114.02437
94,1/1/01 0:00,35.64552,-114.03069
13.5,1/1/01 0:00,35.6464,-114.02849
12,1/1/01 0:00,35.64645,-114.02853
40,1/1/01 0:00,35.62705,-114.04336
13,1/1/01 0:00,35.62723,-114.04323
17,1/1/02 0:00,35.66185,-114.0271
5.9,1/1/02 0:00,35.66375,-114.02698
17.9,1/1/03 0:00,35.69732,-114.032
6.55,1/1/03 0:00,35.67947,-114.04338
11.3,1/1/04 0:00,35.6448,-114.03452
5.25,1/1/04 0:00,35.62682,-114.04373
4.8,1/1/02 0:00,35.69733,-114.06167
6,1/1/06 0:00,35.63333,-114.08333
6,1/1/06 0:00,35.64133,-114.09
3,1/1/06 0:00,35.647,-114.0955
6.2,1/1/09 0:00,35.65868,-114.02573
26.2,1/1/08 0:00,35.64,-114.03285
4.35,1/1/10 0:00,35.62453,-114.04688
800000,01/01/1808 12:00:00 AM,32,-95
47600,1/1/76 0:00,35.41667,-117.91667
2750,01/01/1899 12:00:00 AM,40.25,-100.5
8740,1/1/69 0:00,-30.71667,116.5
229.5,1/1/09 0:00,53.9329,-112.977
20000,01/01/1895 12:00:00 AM,43.86667,-85.51667
37,1/1/89 0:00,25.58333,0.5
71,1/1/89 0:00,25.63333,0.53333
9500,1/1/89 0:00,25.63333,0.5
144.1,1/1/69 0:00,-30.06667,128.98333
66.5,1/1/74 0:00,-30.06667,128.96667
128.7,1/1/74 0:00,-30.06667,128.96667
295,1/1/77 0:00,-30.25,128.8
42.8,1/1/77 0:00,-30.15,128.8
920,1/1/78 0:00,-30.6,128.48333
2050,1/1/82 0:00,-30.65,128.40833
221,1/1/82 0:00,-30.08333,128.81667
47.8,1/1/86 0:00,-30.31667,128.985
8220,1/1/86 0:00,-30.32167,128.85
4760,1/1/86 0:00,-30.21667,128.3
1367,1/1/89 0:00,-30.5,128.5
330,1/1/91 0:00,-30.08333,128.91667
125,1/1/91 0:00,-30.08333,128.83333
23.5,1/1/91 0:00,-30.28667,128.635
110,1/1/95 0:00,-30.16667,129
110,1/1/95 0:00,-30.16667,128.91667
121,1/1/93 0:00,-30.08333,128.91667
56,1/1/93 0:00,-30.51733,128.47617
32,1/1/93 0:00,-30.51667,128.45833
20,1/1/93 0:00,-30.06783,128.98483
188,1/1/93 0:00,-30.30283,128.52617
59,1/1/93 0:00,-30.30083,128.5255
96,1/1/93 0:00,-30.31833,128.38333
21.4,1/1/91 0:00,-30.28667,128.57333
100.6,1/1/91 0:00,-30.24833,128.63528
19.7,1/1/91 0:00,-30.31806,128.37333
30.6,1/1/99 0:00,-30.12367,128.8495
1992,1/1/96 0:00,-23.17556,-69.71833
81600,1/1/86 0:00,36.98667,-97.555
135,1/1/42 0:00,40.08333,-98.91667
100000,1/1/80 0:00,39.45889,-4.3775
224,1/1/05 0:00,23.2925,-10.17483
383,1/1/05 0:00,23.39067,-9.94017
3325,01/01/1900 12:00:00 AM,-34.66667,139.28333
6240,1/1/61 0:00,33.53333,-99.61667
5395,1/1/10 0:00,-21.98333,-69.61667
1500,1/1/60 0:00,10,9
40800,1/1/83 0:00,37.22222,-101.68139
50600,1/1/51 0:00,31.9,-96.4
9.69,1/1/58 0:00,35.58333,-117.56667
102700,1/1/48 0:00,38.51667,-107.83333
249.4,1/1/95 0:00,-23.87083,-67.17639
11,,,
62.7,,-32.87167,-64.22333
118,1/1/91 0:00,-13.12333,-42.2885
280000,1/1/95 0:00,-39.85,-69.48333
1001,1/1/11 0:00,35.3,-106.63333
190.5,1/1/65 0:00,-30.36667,126.01667
103.3,1/1/60 0:00,50.94,-96.99167
10.56,1/1/98 0:00,35.63333,-115.36667
5,1/1/00 0:00,35.65933,-115.37167
4.2,1/1/00 0:00,35.6717,-115.36722
6.53,1/1/01 0:00,35.68345,-115.34703
59.2,1/1/01 0:00,35.67298,-115.36717
18.65,1/1/02 0:00,35.68078,-115.34062
10.13,1/1/02 0:00,35.67405,-115.36807
36.2,1/1/02 0:00,35.6701,-115.37248
18.26,1/1/02 0:00,35.67725,-115.3566
29.9,1/1/02 0:00,35.67355,-115.35067
39.6,1/1/10 0:00,35.66594,-115.37081
33.2,1/1/03 0:00,-72.65333,160.30703
1327.7,1/1/03 0:00,,
1378,1/1/03 0:00,,
282.4,1/1/03 0:00,,
6.7,1/1/03 0:00,,
182.6,1/1/03 0:00,,
299.7,1/1/03 0:00,,
269,1/1/03 0:00,,
142.3,1/1/03 0:00,,
78.3,1/1/03 0:00,,
128.5,1/1/03 0:00,,
23.13,1/1/03 0:00,,
72.4,1/1/03 0:00,,
7.8,1/1/03 0:00,,
42.6,1/1/03 0:00,,
19,1/1/03 0:00,,
9.87,1/1/03 0:00,,
7.25,1/1/03 0:00,,
6.77,1/1/03 0:00,,
11.77,1/1/03 0:00,,
2609,1/1/04 0:00,,
1918.6,1/1/04 0:00,,
1328.4,1/1/04 0:00,,
184.9,1/1/04 0:00,,
204.8,1/1/04 0:00,,
298.2,1/1/04 0:00,,
292.4,1/1/04 0:00,,
522.9,1/1/04 0:00,,
386.1,1/1/04 0:00,,
198.9,1/1/04 0:00,,
172.1,1/1/04 0:00,,
273.6,1/1/04 0:00,,
204.3,1/1/04 0:00,,
383.2,1/1/04 0:00,,
281.6,1/1/04 0:00,,
1456.3,1/1/04 0:00,,
1142.9,1/1/04 0:00,,
965.3,1/1/04 0:00,,
985.5,1/1/04 0:00,,
945.5,1/1/04 0:00,,
766.4,1/1/04 0:00,,
495.4,1/1/04 0:00,,
302.1,1/1/04 0:00,,
367.7,1/1/04 0:00,,
297.4,1/1/04 0:00,,
375.4,1/1/04 0:00,,
1348.2,1/1/04 0:00,,
3805.2,1/1/04 0:00,,
1104.8,1/1/04 0:00,,
1140,1/1/04 0:00,,
897.1,1/1/04 0:00,,
392.4,1/1/04 0:00,,
950.7,1/1/04 0:00,,
459.4,1/1/04 0:00,,
277.3,1/1/04 0:00,,
245.5,1/1/04 0:00,,
217.4,1/1/04 0:00,,
235.2,1/1/04 0:00,,
219.7,1/1/04 0:00,,
141.4,1/1/04 0:00,,
35.3,1/1/04 0:00,,
126,1/1/04 0:00,,
101.4,1/1/04 0:00,,
89.6,1/1/04 0:00,,
192.7,1/1/04 0:00,,
47.3,1/1/04 0:00,,
130.7,1/1/04 0:00,,
126.6,1/1/04 0:00,,
124.1,1/1/04 0:00,,
94.7,1/1/04 0:00,,
27.5,1/1/04 0:00,,
120,1/1/04 0:00,,
151.9,1/1/04 0:00,,
86.1,1/1/04 0:00,,
103.8,1/1/04 0:00,,
103.6,1/1/04 0:00,,
100.2,1/1/04 0:00,,
62.6,1/1/04 0:00,,
86.4,1/1/04 0:00,,
61.9,1/1/04 0:00,,
60,1/1/04 0:00,,
57.1,1/1/04 0:00,,
52.3,1/1/04 0:00,,
35.6,1/1/04 0:00,,
11.9,1/1/04 0:00,,
14.4,1/1/04 0:00,,
11.1,1/1/04 0:00,,
23.5,1/1/04 0:00,,
11.3,1/1/04 0:00,,
9.1,1/1/04 0:00,,
71.3,1/1/04 0:00,,
170.3,1/1/04 0:00,,
141.6,1/1/04 0:00,,
99.6,1/1/04 0:00,,
110.5,1/1/04 0:00,,
61.2,1/1/04 0:00,,
22.1,1/1/04 0:00,,
42.6,1/1/04 0:00,,
27.4,1/1/04 0:00,,
19.8,1/1/04 0:00,,
19.7,1/1/04 0:00,,
3.1,1/1/04 0:00,,
20,1/1/04 0:00,,
12,1/1/04 0:00,,
11.5,1/1/04 0:00,,
7.7,1/1/04 0:00,,
4.6,1/1/04 0:00,,
5.1,1/1/04 0:00,,
10.3,1/1/04 0:00,,
11.6,1/1/04 0:00,,
191.5,1/1/04 0:00,,
69,1/1/04 0:00,,
28.5,1/1/04 0:00,,
85,1/1/04 0:00,,
123.9,1/1/04 0:00,,
162,1/1/04 0:00,,
93.3,1/1/04 0:00,,
39.9,1/1/04 0:00,,
77.9,1/1/04 0:00,,
38.3,1/1/04 0:00,,
31.3,1/1/04 0:00,,
12.2,1/1/04 0:00,,
14.8,1/1/04 0:00,,
17.8,1/1/04 0:00,,
13.3,1/1/04 0:00,,
12.4,1/1/04 0:00,,
12.8,1/1/04 0:00,,
38.2,1/1/04 0:00,,
1.1,1/1/04 0:00,,
2.2,1/1/04 0:00,,
133.5,1/1/04 0:00,,
182.7,1/1/04 0:00,,
136.1,1/1/04 0:00,,
127.9,1/1/04 0:00,,
73.9,1/1/04 0:00,,
111.8,1/1/04 0:00,,
86.5,1/1/04 0:00,,
187.3,1/1/04 0:00,,
118.9,1/1/04 0:00,,
69.2,1/1/04 0:00,,
66.8,1/1/04 0:00,,
57.3,1/1/04 0:00,,
64,1/1/04 0:00,,
28.4,1/1/04 0:00,,
44.8,1/1/04 0:00,,
34.1,1/1/04 0:00,,
29,1/1/04 0:00,,
57.3,1/1/04 0:00,,
19.8,1/1/04 0:00,,
75.1,1/1/04 0:00,,
68.9,1/1/04 0:00,,
11.1,1/1/04 0:00,,
9.3,1/1/04 0:00,,
20.3,1/1/04 0:00,,
16.3,1/1/04 0:00,,
8.5,1/1/04 0:00,,
13.8,1/1/04 0:00,,
40.9,1/1/04 0:00,,
10.1,1/1/04 0:00,,
12,1/1/04 0:00,,
58.1,1/1/04 0:00,,
86.7,1/1/04 0:00,,
54.6,1/1/04 0:00,,
41.4,1/1/04 0:00,,
73.5,1/1/04 0:00,,
34,1/1/04 0:00,,
28.1,1/1/04 0:00,,
44.2,1/1/04 0:00,,
35.6,1/1/04 0:00,,
25.2,1/1/04 0:00,,
7.9,1/1/04 0:00,,
19.5,1/1/04 0:00,,
32.7,1/1/04 0:00,,
47,1/1/04 0:00,,
54.9,1/1/04 0:00,,
10.2,1/1/04 0:00,,
34.7,1/1/04 0:00,,
34.1,1/1/04 0:00,,
7.6,1/1/04 0:00,,
4.5,1/1/04 0:00,,
86.3,1/1/04 0:00,,
78.8,1/1/04 0:00,,
204.6,1/1/04 0:00,,
711.4,1/1/04 0:00,,
576.5,1/1/04 0:00,,
401.3,1/1/04 0:00,,
739.7,1/1/04 0:00,,
564.3,1/1/04 0:00,,
714.8,1/1/04 0:00,,
616.3,1/1/04 0:00,,
370.6,1/1/04 0:00,,
341.8,1/1/04 0:00,,
400.5,1/1/04 0:00,,
257.1,1/1/04 0:00,,
431.1,1/1/04 0:00,,
712.2,1/1/04 0:00,,
189.7,1/1/04 0:00,,
326.9,1/1/04 0:00,,
271,1/1/04 0:00,,
195,1/1/04 0:00,,
225.7,1/1/04 0:00,,
138.4,1/1/04 0:00,,
144.9,1/1/04 0:00,,
119.6,1/1/04 0:00,,
102.8,1/1/04 0:00,,
83.2,1/1/04 0:00,,
67.8,1/1/04 0:00,,
37.8,1/1/04 0:00,,
45,1/1/04 0:00,,
43.1,1/1/04 0:00,,
25.6,1/1/04 0:00,,
54.2,1/1/04 0:00,,
32.3,1/1/04 0:00,,
72.2,1/1/04 0:00,,
59.3,1/1/04 0:00,,
70.3,1/1/04 0:00,,
52.9,1/1/04 0:00,,
77.5,1/1/04 0:00,,
44,1/1/04 0:00,,
55.2,1/1/04 0:00,,
3.1,1/1/04 0:00,,
9.1,1/1/04 0:00,,
